street	name	name-cy	place	local-authority	polyline	end-date
22302714	CHURCH PATH		74552140	RDB	[[51.5788758,0.023725],[51.5780724,0.0239058]]	
22302740	COLLEGE GARDENS		74579136	RDB	[[51.5811215,0.052851],[51.5801085,0.0506115]]	
22302753	COVENTRY ROAD		74579136	RDB	[[51.5626749,0.0678478],[51.5688086,0.0815315]]	
22302761	CRANBROOK ROAD		74579136	RDB	[[51.5586865,0.0701483],[51.5880479,0.080823]]	
22302867	GANTSHILL CRESCENT		74552139	RDB	[[51.5789131,0.0634033],[51.5800418,0.0733414]]	
22302870	GAYSHAM AVENUE		74552139	RDB	[[51.5774192,0.0660201],[51.580607,0.0724001]]	
22302884	GOLFE ROAD		74579136	RDB	[[51.555627,0.0849835],[51.5562956,0.0893563]]	
22302886	GORDON ROAD		74579136	RDB	[[51.5511809,0.0887326],[51.5589901,0.0854979]]	
22302945	HIGHLANDS GARDENS		74303211	RDB	[[51.5672339,0.0540435],[51.568034,0.0591877]]	
22303029	LORD AVENUE		74552141	RDB	[[51.5894986,0.0638541],[51.5850853,0.0550218]]	
22303048	MANSFIELD ROAD		74579136	RDB	[[51.5642586,0.0652359],[51.5596801,0.0688806]]	
22303060	MEADOW WALK		74552144	RDB	[[51.5860518,0.0211132],[51.5858675,0.023458]]	
22303084	MORLAND ROAD		74579136	RDB	[[51.563207,0.0692859],[51.5610565,0.0713957]]	
22303134	PARK AVENUE		74579136	RDB	[[51.5635833,0.0673263],[51.5646729,0.0703047]]	
22303145	PERRYMANS FARM ROAD		74550245	RDB	[[51.5752823,0.0836168],[51.5787639,0.089607]]	
22303176	REDBRIDGE LANE EAST		74579136	RDB	[[51.5766079,0.0445655],[51.5816454,0.0578544]]	
22303177	REDBRIDGE LANE WEST		74552140	RDB	[[51.5760937,0.0399238],[51.5738555,0.0290726]]	
22303302	THE DRIVE		74303211	RDB	[[51.5650649,0.0659217],[51.5763128,0.0522013]]	
22303371	WELLESLEY ROAD		74579136	RDB	[[51.5615031,0.069021],[51.5676413,0.0814349]]	
22303395	WINSTON WAY		74579136	RDB	[[51.5573304,0.0695386],[51.5604699,0.0806603]]	
22303402	WOODFORD AVENUE		74579136	RDB	[[51.5767998,0.0664683],[51.5908177,0.0475855]]	
22303417	YORK ROAD		74579136	RDB	[[51.5584837,0.0637913],[51.5599136,0.0699155]]	
22304398	UPHALL ROAD		74579136	RDB	[[51.5437505,0.0731482],[51.5477683,0.0727539]]	
22304607	HAINAULT ROAD			RDB	[[51.5823871,0.1182378],[51.6019217,0.1141509]]	
22304614	HARBOURER ROAD		74550246	RDB	[[51.6109731,0.1168971],[51.6085448,0.116914]]	
22304667	MANFORD WAY		74554074	RDB	[[51.6156533,0.1166815],[51.6140578,0.0938137]]	
22304686	NEWCASTLE AVENUE		74550246	RDB	[[51.6060317,0.1106448],[51.6054226,0.1080025]]	
22304807	BARCLAY OVAL		74552469	RDB	[[51.6154988,0.0260321],[51.616942,0.0273387]]	
22304896	CHURCHFIELDS		74552144	RDB	[[51.5989112,0.0205865],[51.5982063,0.0291322]]	
22304976	FAIRLOP ROAD		74550245	RDB	[[51.5909174,0.0777347],[51.593285,0.0846863]]	
22304983	FENCEPIECE ROAD		74579136	RDB	[[51.6062957,0.0832749],[51.5939592,0.085208]]	
22304998	FOREST ROAD		74550246	RDB	[[51.6084512,0.1290561],[51.5937176,0.0856446]]	
22305008	FULLWELL AVENUE		74579136	RDB	[[51.5938652,0.0849294],[51.5958511,0.0595506]]	
22305023	GLENGALL ROAD		74552469	RDB	[[51.6076715,0.0298864],[51.6069193,0.0255346]]	
22305054	HAREWOOD DRIVE		74552141	RDB	[[51.5927379,0.0560602],[51.5949108,0.0598401]]	
22305064	HEATHCOTE AVENUE		74552141	RDB	[[51.5946484,0.0599293],[51.5933448,0.0634942]]	
22305103	INGATESTONE ROAD		74552469	RDB	[[51.6031349,0.0270125],[51.6024838,0.0298283]]	
22305200	MORNINGTON ROAD		74552469	RDB	[[51.6176192,0.0167369],[51.6165209,0.0256876]]	
22305201	MOSSFORD LANE		74550245	RDB	[[51.5910445,0.0756327],[51.5966709,0.0818958]]	
22305228	OAKDALE ROAD		74552144	RDB	[[51.5925563,0.0313636],[51.5924876,0.0332519]]	
22305280	RODING LANE NORTH		74552469	RDB	[[51.5912499,0.0465222],[51.606005,0.0543488]]	
22305312	SNAKES LANE EAST		74552469	RDB	[[51.6077655,0.0348443],[51.6047835,0.0486037]]	
22305330	ST BARNABAS ROAD		74552469	RDB	[[51.597584,0.0333929],[51.6077553,0.0359559]]	
22305352	STRAFFORD AVENUE		74552141	RDB	[[51.5914533,0.0662238],[51.5958175,0.0696417]]	
22305354	SUNSET AVENUE		74552469	RDB	[[51.6176192,0.0167369],[51.6116291,0.0214978]]	
22305452	WOODFORD ROAD		74552144	RDB	[[51.5926204,0.022444],[51.5835393,0.0202801]]	
22305457	WOODVILLE ROAD		74552144	RDB	[[51.5915911,0.0299779],[51.5945451,0.0323187]]	
22305460	WYNNDALE ROAD		74552144	RDB	[[51.5980144,0.030351],[51.6007915,0.0314857]]	
22305637	HUXLEY DRIVE		74554064	RDB	[[51.5679893,0.1132686],[51.5703503,0.1139985]]	
22305995	CLEVELAND ROAD		74579136	RDB	[[51.5538401,0.0762178],[51.5570204,0.0738524]]	
22305998	OXFORD ROAD		74579136	RDB	[[51.5502694,0.0798055],[51.5493608,0.0803267]]	
22306010	HIGH ROAD		74579136	RDB	[[51.5629161,0.0918122],[51.5601419,0.0783658]]	
22306013	HIGH ROAD		74554064	RDB	[[51.5707436,0.1300495],[51.5667874,0.1106011]]	
22306015	HIGH ROAD		74552144	RDB	[[51.5996276,0.0202428],[51.5926204,0.022444]]	
22306016	HIGH ROAD		74552469	RDB	[[51.6223346,0.0296935],[51.5996276,0.0202428]]	
22306025	CARLTON DRIVE		74550245	RDB	[[51.5876111,0.088034],[51.58698,0.0857545]]	
22306071	TRENANCE GARDENS		74554066	RDB	[[51.5570265,0.1043067],[51.55723,0.1084997]]	
22306108	HIGH ROAD		74578905	RDB	[[51.5667812,0.1105754],[51.565297,0.1034938]]	
22306448	RODING LANE SOUTH		74552469	RDB	[[51.5911433,0.0464452],[51.587679,0.0450191]]	
22306467	CRICKLEFIELD PLACE		74579136	RDB	[[51.5607841,0.0917721],[51.5626869,0.0908187]]	
22306487	GREEN LANE		74554066	RDB	[[51.5599402,0.0942555],[51.5631269,0.1191032]]	
22400390	LOWER TEDDINGTON ROAD		74552611	RIC	[[51.4123404,-0.3108082],[51.4189058,-0.3102497]]	
22401035	OLDFIELD ROAD		74543001	RIC	[[51.4157118,-0.3697756],[51.4178495,-0.3825711]]	
22401207	WENSLEYDALE ROAD		74543001	RIC	[[51.4169402,-0.3701633],[51.417647,-0.3679665]]	
22401305	BROAD LANE		74543001	RIC	[[51.4218258,-0.3820424],[51.4228146,-0.3619573]]	
22401321	BUCKINGHAM ROAD		74543001	RIC	[[51.4325058,-0.3824851],[51.4247742,-0.3728765]]	
22401381	COBBETT ROAD		74552986	RIC	[[51.4466171,-0.3671067],[51.4480513,-0.3706533]]	
22401458	ELMSLEIGH ROAD		74552986	RIC	[[51.4434307,-0.3489167],[51.4422297,-0.347924]]	
22401478	FIFTH CROSS ROAD		74552986	RIC	[[51.4417975,-0.3529902],[51.4383261,-0.3491295]]	
22401517	GOTHIC ROAD		74552986	RIC	[[51.4430519,-0.3501103],[51.4416199,-0.3493129]]	
22401543	HAMPTON ROAD		74552986	RIC	[[51.4360647,-0.3507361],[51.4425472,-0.3430201]]	
22401549	HANWORTH ROAD		74543001	RIC	[[51.4325058,-0.3824851],[51.4243484,-0.3629669]]	
22401591	HOSPITAL BRIDGE ROAD		74552986	RIC	[[51.439243,-0.3619165],[51.4528647,-0.3676035]]	
22401614	KNELLER ROAD		74552986	RIC	[[51.4561932,-0.360619],[51.4538098,-0.3445985]]	
22401687	NELSON ROAD		74552986	RIC	[[51.4567407,-0.3728053],[51.4555585,-0.3531858]]	
22401693	NIGHTINGALE ROAD		74543001	RIC	[[51.423037,-0.3701622],[51.427634,-0.3715953]]	
22401739	PERCY ROAD		74543001	RIC	[[51.4137331,-0.3729954],[51.4223351,-0.3759547]]	
22401740	PERCY ROAD		74552986	RIC	[[51.4442732,-0.3653916],[51.4501207,-0.3578573]]	
22401784	RIPLEY ROAD		74543001	RIC	[[51.4204372,-0.3759213],[51.4183764,-0.3751602]]	
22401873	ST JAMES AVENUE		74552984	RIC	[[51.4271688,-0.3608091],[51.4300285,-0.3588942]]	
22403253	AMYAND PARK ROAD		74552986	RIC	[[51.4493874,-0.3282508],[51.455184,-0.3198344]]	
22403266	ASHBURNHAM ROAD		74552985	RIC	[[51.4397553,-0.3218687],[51.4381821,-0.313135]]	
22403325	BROOM ROAD		74552983	RIC	[[51.4293906,-0.3233708],[51.4189058,-0.3102497]]	
22403329	BROUGHTON AVENUE		74552985	RIC	[[51.4360373,-0.31907],[51.4325772,-0.3148235]]	
22403392	CLIFDEN ROAD		74552986	RIC	[[51.4452578,-0.3337839],[51.4474426,-0.3337619]]	
22403429	CROSS DEEP		74552986	RIC	[[51.4394443,-0.3328445],[51.445561,-0.3298154]]	
22403461	EGERTON ROAD		74552986	RIC	[[51.45029,-0.3386091],[51.4533333,-0.3407871]]	
22403474	FAIRFAX ROAD		74552983	RIC	[[51.4196004,-0.3172715],[51.4230233,-0.3289833]]	
22403491	FRIARS STILE ROAD			RIC	[[51.4541853,-0.2998354],[51.4563113,-0.295755]]	
22403535	HAM STREET		74552985	RIC	[[51.4425755,-0.3159949],[51.4414433,-0.314799]]	
22403543	HARTINGTON ROAD		74552986	RIC	[[51.4527255,-0.322098],[51.4534792,-0.3188463]]	
22403589	KINGS ROAD			RIC	[[51.4563113,-0.295755],[51.4622297,-0.2933753]]	
22403664	MEADLANDS DRIVE		74541246	RIC	[[51.4400831,-0.3090215],[51.4432592,-0.3041697]]	
22403729	PETERSHAM ROAD		74541246	RIC	[[51.4379591,-0.3045388],[51.4467851,-0.2986424]]	
22403771	RICHMOND ROAD		74552986	RIC	[[51.4482204,-0.3252424],[51.4577867,-0.306352]]	
22403818	SOMERSET ROAD		74552983	RIC	[[51.4285542,-0.3423179],[51.4303227,-0.3382979]]	
22403835	ST MARKS ROAD		74552983	RIC	[[51.4194696,-0.3213178],[51.4215896,-0.319284]]	
22403843	STANLEY ROAD		74552986	RIC	[[51.426253,-0.3398408],[51.4350583,-0.3469598]]	
22403852	STRATHMORE ROAD		74552983	RIC	[[51.4320673,-0.3440179],[51.4341716,-0.3433951]]	
22403882	THE GREEN		74552986	RIC	[[51.4453082,-0.3373365],[51.4442447,-0.3447862]]	
22403924	VICTORIA ROAD		74552986	RIC	[[51.4506238,-0.323528],[51.4515705,-0.3249614]]	
22403929	WALDEGRAVE PARK		74552986	RIC	[[51.4336747,-0.3381475],[51.4339756,-0.3295908]]	
22403930	WALDEGRAVE ROAD		74552986	RIC	[[51.4394443,-0.3328445],[51.4329969,-0.3385462]]	
22403966	WINCHESTER ROAD		74552986	RIC	[[51.4539983,-0.32244],[51.4570622,-0.3228891]]	
22404264	CHURCH ROAD		74562837	RIC	[[51.4733612,-0.2475299],[51.4752516,-0.2392495]]	
22404716	LONSDALE ROAD		74562837	RIC	[[51.4735893,-0.2513659],[51.4859895,-0.2327146]]	
22404859	PARK AVENUE		74560248	RIC	[[51.4629463,-0.2637645],[51.4623243,-0.2600163]]	
22405019	SHEEN LANE		74560248	RIC	[[51.4570232,-0.2676165],[51.4680679,-0.2665217]]	
22405020	SHEEN LANE		74560249	RIC	[[51.4680679,-0.2665217],[51.4697735,-0.2669323]]	
22405109	STILLINGFLEET ROAD		74562837	RIC	[[51.4831335,-0.2413369],[51.4835654,-0.2371579]]	
22405212	VINE ROAD		74562837	RIC	[[51.4650585,-0.2485677],[51.4695067,-0.2435452]]	
22405246	WESTFIELDS AVENUE		74562837	RIC	[[51.468257,-0.254406],[51.4699566,-0.25018]]	
22405287	WORPLE STREET		74560249	RIC	[[51.4677364,-0.2611351],[51.4691806,-0.2614978]]	
22405387	BROOMFIELD ROAD		74560890	RIC	[[51.4787292,-0.2901533],[51.4781304,-0.286705]]	
22405415	CARRINGTON ROAD			RIC	[[51.4634037,-0.2850824],[51.462947,-0.2882955]]	
22405488	COURTLANDS AVENUE		74560890	RIC	[[51.4738584,-0.2774621],[51.4747922,-0.2773693]]	
22405500	CUMBERLAND ROAD		74560890	RIC	[[51.4811701,-0.2842581],[51.4793997,-0.2868015]]	
22405560	FERRY LANE		74560890	RIC	[[51.4850573,-0.2899599],[51.4860653,-0.290628]]	
22405685	KEW FOOT ROAD			RIC	[[51.4671868,-0.3003316],[51.4652169,-0.3021611]]	
22405798	NITON ROAD			RIC	[[51.4692542,-0.2842153],[51.4678492,-0.2840664]]	
22405868	QUEENS ROAD			RIC	[[51.4617057,-0.2882699],[51.4505702,-0.2967314]]	
22406036	UPPER RICHMOND ROAD WEST		74560248	RIC	[[51.4642203,-0.2739233],[51.4629314,-0.2835309]]	
22406065	WEST TEMPLE SHEEN		74560248	RIC	[[51.4612841,-0.2754448],[51.4617788,-0.2754549]]	
22406081	WINDHAM ROAD			RIC	[[51.4690043,-0.2917404],[51.468253,-0.2889321]]	
22406655	KEW ROAD		74560890	RIC	[[51.4650728,-0.2996614],[51.4851995,-0.2873764]]	
22406746	HIGH STREET		74543001	RIC	[[51.4217743,-0.3589453],[51.4130974,-0.3628655]]	
22500018	ADYS ROAD			SWK	[[51.465174,-0.0735816],[51.4614151,-0.0714078]]	
22500033	ALBION STREET			SWK	[[51.4989231,-0.0544658],[51.501278,-0.0495241]]	
22500040	ALEXIS STREET			SWK	[[51.4930935,-0.0679245],[51.4927956,-0.0651279]]	
22500045	ALLEYN PARK			SWK	[[51.4408768,-0.0885042],[51.4281876,-0.0857395]]	
22500185	BEATSON WALK			SWK	[[51.5068789,-0.0418778],[51.5034109,-0.0393753]]	
22500242	BIRD IN BUSH ROAD			SWK	[[51.4794982,-0.0713076],[51.4804089,-0.0616487]]	
22500290	BOROUGH ROAD			SWK	[[51.4985992,-0.1044169],[51.4993523,-0.0965045]]	
22500298	BOWEN DRIVE			SWK	[[51.4348582,-0.0856045],[51.4279318,-0.0827437]]	
22500320	BRAYARDS ROAD			SWK	[[51.4697602,-0.0561535],[51.4685202,-0.0649027]]	
22500408	CAMBERWELL NEW ROAD			SWK	[[51.4740363,-0.0930944],[51.480268,-0.1081556]]	
22500531	COBOURG ROAD			SWK	[[51.4875078,-0.0755069],[51.4831441,-0.0770156]]	
22500543	COLLEGE ROAD			SWK	[[51.4474464,-0.0854955],[51.4240984,-0.0760141]]	
22500556	COLNBROOK STREET			SWK	[[51.4963667,-0.1053884],[51.4973862,-0.1044817]]	
22500563	COMBER GROVE			SWK	[[51.4761618,-0.0982764],[51.4787056,-0.0965433]]	
22500637	CRAWFORD ROAD			SWK	[[51.4728028,-0.0968753],[51.4707524,-0.0941097]]	
22500656	CROSBY ROW			SWK	[[51.5021693,-0.0883469],[51.5007368,-0.0892858]]	
22500705	DANIEL GARDENS			SWK	[[51.4804702,-0.0740893],[51.4802373,-0.0773578]]	
22500718	DAVEY STREET			SWK	[[51.4815665,-0.0740431],[51.4815393,-0.0751244]]	
22500783	DOG KENNEL HILL			SWK	[[51.4620996,-0.0807795],[51.4622008,-0.0809192]]	
22500813	DRUMMOND ROAD			SWK	[[51.4983672,-0.0621688],[51.4923699,-0.0600463]]	
22500847	DYLWAYS			SWK	[[51.4628503,-0.0898465],[51.4591027,-0.087239]]	
22500852	EAST DULWICH GROVE			SWK	[[51.4531267,-0.0875032],[51.4597772,-0.075162]]	
22500883	ELBA PLACE			SWK	[[51.4930501,-0.0927335],[51.4929151,-0.0938339]]	
22500918	ETHEROW STREET			SWK	[[51.4493385,-0.0730968],[51.4487853,-0.0711772]]	
22500933	FAIR STREET			SWK	[[51.5031378,-0.0788251],[51.5008093,-0.0755803]]	
22500937	FARMERS ROAD			SWK	[[51.4790163,-0.1023918],[51.4776738,-0.1011225]]	
22500946	FAUNCE STREET			SWK	[[51.4863482,-0.1047955],[51.4854817,-0.10571]]	
22500968	FLINT STREET			SWK	[[51.4910789,-0.088206],[51.4895003,-0.0868027]]	
22500998	FRIARY ROAD			SWK	[[51.4756745,-0.0646575],[51.4812865,-0.066321]]	
22501002	FRIERN ROAD			SWK	[[51.4569028,-0.0644439],[51.4470966,-0.0723853]]	
22501019	GALLEYWALL ROAD			SWK	[[51.492151,-0.0609488],[51.4887508,-0.057636]]	
22501038	GEORGE ROW			SWK	[[51.4984732,-0.0691376],[51.501367,-0.0684821]]	
22501079	GOMM ROAD			SWK	[[51.4950304,-0.0539977],[51.4958473,-0.0517443]]	
22501082	GOODRICH ROAD			SWK	[[51.452016,-0.0767838],[51.4494177,-0.0658975]]	
22501101	GRANGE ROAD			SWK	[[51.496712,-0.0818184],[51.4932337,-0.0737098]]	
22501157	GROVE LANE			SWK	[[51.4739407,-0.0905352],[51.4652884,-0.0844034]]	
22501201	HARPER ROAD			SWK	[[51.499098,-0.0969041],[51.4941848,-0.0928302]]	
22501219	HAWKSTONE ROAD			SWK	[[51.4936588,-0.0483081],[51.4912369,-0.0513791]]	
22501223	HAYMERLE ROAD			SWK	[[51.4827711,-0.0701901],[51.4800141,-0.0687799]]	
22501231	HEBER ROAD			SWK	[[51.4530143,-0.0724095],[51.453149,-0.0773263]]	
22501269	HOLLYDALE ROAD			SWK	[[51.4722715,-0.0573715],[51.4672677,-0.0511915]]	
22501279	HOMESTALL ROAD			SWK	[[51.4585278,-0.0550473],[51.4529648,-0.0536429]]	
22501283	HONOR OAK PARK			SWK	[[51.4500733,-0.0479514],[51.4487225,-0.0538225]]	
22501291	HOPWOOD ROAD			SWK	[[51.4851546,-0.0866677],[51.4844231,-0.088686]]	
22501322	ILDERTON ROAD			SWK	[[51.4788294,-0.0547886],[51.4882053,-0.0578176]]	
22501337	IVYDALE ROAD			SWK	[[51.4660721,-0.0501338],[51.4561575,-0.0504124]]	
22501355	JANEWAY STREET			SWK	[[51.4996092,-0.064407],[51.4990904,-0.0629449]]	
22501369	JOHN RUSKIN STREET			SWK	[[51.4792458,-0.1054642],[51.4836404,-0.0941919]]	
22501410	KING AND QUEEN STREET			SWK	[[51.4901549,-0.0944244],[51.4885637,-0.092791]]	
22501413	KING EDWARD WALK			SWK	[[51.49676,-0.1102561],[51.4982149,-0.1095764]]	
22501431	KIRBY GROVE			SWK	[[51.5020849,-0.0842728],[51.5012869,-0.0844215]]	
22501476	LANSDOWNE PLACE			SWK	[[51.4969009,-0.0873284],[51.4965443,-0.0869688]]	
22501481	LARCOM STREET			SWK	[[51.4903496,-0.0969948],[51.4916589,-0.0934542]]	
22501527	LITTLE DORRIT COURT			SWK	[[51.5026666,-0.094594],[51.5021843,-0.0925825]]	
22501528	LIVERPOOL GROVE			SWK	[[51.4860531,-0.0943506],[51.4869186,-0.0900653]]	
22501531	LLEWELLYN STREET			SWK	[[51.5002802,-0.0663813],[51.4986531,-0.0675019]]	
22501554	LONGHOPE CLOSE			SWK	[[51.481067,-0.0781255],[51.4807504,-0.0800936]]	
22501600	LYALL AVENUE			SWK	[[51.429596,-0.080027],[51.4321528,-0.081301]]	
22501608	LYNDHURST GROVE			SWK	[[51.4700549,-0.0816696],[51.4703167,-0.0740561]]	
22501626	MACKS ROAD			SWK	[[51.4936927,-0.0666314],[51.4923838,-0.0668741]]	
22501648	MANOR GROVE			SWK	[[51.4817447,-0.0538004],[51.4817829,-0.0561031]]	
22501661	MARLBOROUGH GROVE			SWK	[[51.4849092,-0.0684147],[51.4877174,-0.0674749]]	
22501699	MEETING HOUSE LANE			SWK	[[51.474046,-0.0646112],[51.4774087,-0.0585933]]	
22501728	MINA ROAD			SWK	[[51.4866066,-0.0808742],[51.4887217,-0.0776884]]	
22501734	MONNOW ROAD			SWK	[[51.4924163,-0.0672107],[51.4893632,-0.0680246]]	
22501783	NEW KENT ROAD			SWK	[[51.4940043,-0.0861676],[51.4952618,-0.0999021]]	
22501840	OLD JAMAICA ROAD			SWK	[[51.4968998,-0.0675185],[51.4983772,-0.0709571]]	
22501914	PEACOCK STREET			SWK	[[51.4904435,-0.1011252],[51.4898089,-0.1002585]]	
22501935	PECKHAM ROAD			SWK	[[51.473842,-0.0735189],[51.4734909,-0.0866661]]	
22501957	PENCRAIG WAY			SWK	[[51.4818335,-0.0635038],[51.4813093,-0.0622586]]	
22501961	PENROSE STREET			SWK	[[51.4849739,-0.0971178],[51.4879164,-0.0955693]]	
22501978	PICTON STREET			SWK	[[51.4777446,-0.0905348],[51.4784008,-0.0877568]]	
22501983	PITMAN STREET			SWK	[[51.4793368,-0.0999734],[51.4789308,-0.0987805]]	
22502022	QUEBEC WAY			SWK	[[51.4961926,-0.0411692],[51.4995522,-0.0447135]]	
22502053	RED POST HILL			SWK	[[51.4596451,-0.0940397],[51.4531267,-0.0875032]]	
22502059	REDCROSS WAY			SWK	[[51.5054271,-0.0923606],[51.5019294,-0.0951579]]	
22502071	REEDHAM STREET			SWK	[[51.4676129,-0.0715064],[51.466008,-0.0707102]]	
22502114	ROTHERHITHE NEW ROAD			SWK	[[51.4849289,-0.0657924],[51.491828,-0.0447561]]	
22502181	SALTER ROAD			SWK	[[51.5025965,-0.0487761],[51.498196,-0.0367465]]	
22502293	SOUTHWARK PARK ROAD			SWK	[[51.4985905,-0.0604448],[51.4929677,-0.0733897]]	
22502326	ST GEORGES ROAD			SWK	[[51.4982149,-0.1095764],[51.4949862,-0.1012101]]	
22502403	STUART ROAD			SWK	[[51.4583621,-0.0542771],[51.4589407,-0.0501355]]	
22502434	SURREY SQUARE			SWK	[[51.4882621,-0.0836712],[51.4899544,-0.079927]]	
22502459	TABARD STREET			SWK	[[51.5016921,-0.0927327],[51.4952058,-0.0864522]]	
22502510	TIMBER POND ROAD			SWK	[[51.5000624,-0.0434957],[51.5040222,-0.0436719]]	
22502511	TINTAGEL CRESCENT			SWK	[[51.4608793,-0.0754611],[51.4609811,-0.0778321]]	
22502527	TOULMIN STREET			SWK	[[51.5004152,-0.0971662],[51.5013755,-0.0964922]]	
22502537	TOWNLEY ROAD			SWK	[[51.4553917,-0.0841267],[51.4535111,-0.0774694]]	
22502541	TOWNSEND STREET			SWK	[[51.4917458,-0.0860893],[51.492849,-0.0842568]]	
22502545	TRAFALGAR STREET			SWK	[[51.4877637,-0.0906061],[51.4885102,-0.0878525]]	
22502561	TURNEY ROAD			SWK	[[51.4505755,-0.0854653],[51.4506665,-0.0855335]]	
22502662	WAVENEY AVENUE			SWK	[[51.4621231,-0.060365],[51.4601001,-0.0598461]]	
22502665	WEBB STREET			SWK	[[51.4959745,-0.0829155],[51.4949428,-0.0814173]]	
22502668	WEBBER STREET			SWK	[[51.5009354,-0.0987438],[51.5013141,-0.1071427]]	
22502681	WEST SQUARE			SWK	[[51.496197,-0.1049056],[51.4947915,-0.1052953]]	
22502685	WESTMINSTER BRIDGE ROAD			SWK	[[51.4983757,-0.1095121],[51.4986002,-0.1050364]]	
22502703	WHORLTON ROAD			SWK	[[51.464844,-0.0633881],[51.4640148,-0.0654531]]	
22502736	WOODS ROAD			SWK	[[51.472679,-0.0597157],[51.4739931,-0.0630439]]	
22502765	WYNDHAM ROAD			SWK	[[51.4775179,-0.101489],[51.4790081,-0.0941256]]	
22502935	CHANDLER WAY			SWK	[[51.4764145,-0.0779323],[51.4817376,-0.0806322]]	
22503024	HERNE HILL			SWK	[[51.4528956,-0.1009417],[51.4596451,-0.0940397]]	
22503127	ST ELMOS ROAD			SWK	[[51.5000938,-0.04214],[51.5007662,-0.0414772]]	
22503164	WARHAM STREET			SWK	[[51.4794395,-0.1035407],[51.4783609,-0.103571]]	
22600270	ANTON CRESCENT		74576247	STN	[[51.37276,-0.2047345],[51.370924,-0.2040448]]	
22600429	CHURCH ROAD		74575967	STN	[[51.3709416,-0.1405838],[51.373379,-0.1400397]]	
22600490	DENMARK ROAD		74575971	STN	[[51.3697395,-0.1658896],[51.3715784,-0.1598536]]	
22600576	GLASTONBURY ROAD			STN	[[51.3852092,-0.1996774],[51.3811722,-0.1962143]]	
22600593	GREEN WRYTHE LANE		74575971	STN	[[51.3847339,-0.1741861],[51.3719471,-0.1661749]]	
22600599	GRENNELL ROAD		74576247	STN	[[51.3782838,-0.1861972],[51.3738546,-0.1853089]]	
22600606	HACKBRIDGE ROAD		74576249	STN	[[51.376996,-0.1601105],[51.3795671,-0.1554809]]	
22600836	MUSCHAMP ROAD		74575971	STN	[[51.3753545,-0.1770739],[51.3775436,-0.1703914]]	
22600851	NIGHTINGALE ROAD		74575971	STN	[[51.3719471,-0.1661749],[51.376996,-0.1601105]]	
22600871	ORCHARD AVENUE			STN	[[51.3824253,-0.1611143],[51.3823612,-0.1570355]]	
22600976	RUSHY MEADOW LANE		74575971	STN	[[51.3747179,-0.1725731],[51.3736734,-0.1719107]]	
22601013	SPENCER ROAD			STN	[[51.3824253,-0.1611143],[51.3846141,-0.1619176]]	
22601048	STREETERS LANE			STN	[[51.369297,-0.1366852],[51.3708986,-0.1373098]]	
22601090	TWEEDDALE ROAD		74575971	STN	[[51.3803649,-0.1823786],[51.3857443,-0.179018]]	
22601253	BALMORAL ROAD			STN	[[51.3748139,-0.2411505],[51.376783,-0.2381294]]	
22601452	DORCHESTER ROAD			STN	[[51.3799261,-0.2330655],[51.3802147,-0.2265734]]	
22601616	KINGSMEAD AVENUE			STN	[[51.3760352,-0.2392357],[51.3707197,-0.232615]]	
22601617	KINGSTON AVENUE		74550348	STN	[[51.3710492,-0.2146],[51.3754485,-0.212949]]	
22601662	LONDON ROAD		74550348	STN	[[51.3706569,-0.2284509],[51.3802624,-0.2178631]]	
22601727	MOLESEY DRIVE		74550348	STN	[[51.375819,-0.2177912],[51.3738658,-0.2135422]]	
22601823	RIDGE ROAD		74576247	STN	[[51.3812088,-0.2168204],[51.3828409,-0.2041535]]	
22601923	SUTTON COMMON ROAD		74576247	STN	[[51.3754389,-0.1976465],[51.3725176,-0.1942267]]	
22602079	AVENUE ROAD		74568540	STN	[[51.3476153,-0.2029027],[51.3440565,-0.2024675]]	
22602088	BANSTEAD ROAD SOUTH		74576247	STN	[[51.3411134,-0.1883109],[51.3509683,-0.178961]]	
22602173	CAMDEN ROAD		74575971	STN	[[51.3694316,-0.1657582],[51.3691197,-0.1676671]]	
22602264	DEVONSHIRE AVENUE		74576247	STN	[[51.354073,-0.1872109],[51.3531574,-0.191972]]	
22602316	FOUNTAIN DRIVE		74575971	STN	[[51.3528622,-0.1683445],[51.3495472,-0.167414]]	
22602353	GREYHOUND ROAD		74576247	STN	[[51.3639473,-0.1854851],[51.3635582,-0.1917205]]	
22602367	HARBURY ROAD		74575971	STN	[[51.3510438,-0.1768756],[51.3536898,-0.1747025]]	
22602546	POUND STREET		74575971	STN	[[51.3627453,-0.1683381],[51.3651609,-0.1635154]]	
22602571	ROBIN HOOD LANE		74576247	STN	[[51.3622136,-0.1960828],[51.3637443,-0.202056]]	
22602582	ROTHERFIELD ROAD		74575971	STN	[[51.36349,-0.1578938],[51.3658546,-0.1590056]]	
22602596	SANDY LANE SOUTH		74575967	STN	[[51.3465829,-0.1470266],[51.3595492,-0.1378421]]	
22602602	SHORTS ROAD		74575971	STN	[[51.3629779,-0.1705697],[51.3663621,-0.1713255]]	
22602618	SPRINGFIELD ROAD		74575967	STN	[[51.3617627,-0.1561388],[51.3626057,-0.1508475]]	
22602635	STANLEY ROAD		74576247	STN	[[51.3525964,-0.1958286],[51.357873,-0.19802]]	
22602698	THORNCROFT ROAD		74576247	STN	[[51.3661745,-0.1969328],[51.3651687,-0.1964407]]	
